Alamat,Industri,SubIndustri,Email,Fax,KegiatanUsahaUtama,KodeEmiten,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Logo,NamaEmiten
"GRAHA MOBISEL, LT.3. JL. BUNCIT RAYA NO.139, KALIBATA, PANCORAN. JAKARTA SELATAN - 12740",BUILDING PRODUCTS & FIXTURES,BUILDING PRODUCTS & FIXTURES,corsec@pt-kokoh.com,7971090,BAHAN BANGUNAN KERAMIK,KOIN,02.091.402.4-054.000,WATCHLIST,INDUSTRIALS,INDUSTRIAL GOODS,2008-04-09T00:00:00,7971190,www.pt-kokoh.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KOIN.jpg,KOKOH INTI AREBAMA TBK
"GEDUNG KONICA LANTAI 6, JL. GUNUNG SAHARI RAYA NO. 78. JAKARTA PUSAT",COMMERCIAL SERVICES,OFFICE SUPPLIES,secretary.corp@perdanagroup.co.id,021 - 4216502,"PERDAGANGAN UMUM, PEMBANGUNAN, PERINDUSTRIAN, PERTANIAN, PENGANGKUTAN, PERCETAKAN, MULTIMEDIA MELALUI PERANGKAT SATELIT DAN PERANGKAT TELEKOMUNIKASI LAINNYA, JASA DAN INDUSTRI",KONI,01.327.073.1-054.000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL SERVICES,1995-08-22T00:00:00,021 - 422 1888,https://www.perdanabangunpusaka.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KONI.jpg,PERDANA BANGUN PUSAKA TBK
"KINDO SQUARE C 12 JALAN DUREN TIGA NO. 101 RT 007 RW 006 DUREN TIGA, PANCORAN, JAKARTA SELATAN, DKI JAKARTA 12760",OIL & GAS,OIL & GAS STORAGE & DISTRIBUTION,corporate.secretary@mitraenergipersada.com,-,ENERGI DAN JASA SERTA PENJUALAN GAS BUMI MELALUI ANAK PERUSAHAAN,KOPI,01.364.527.0-054.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2015-05-04T00:00:00,(021) 5066 1010,http://new.mitraenergipersada.com/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KOPI.jpg,PT MITRA ENERGI PERSADA TBK
"GEDUNG GRAHA MAMPANG, LANTAI 2 JL. MAMPANG PRAPATAN RAYA NO. 100 JAKARTA 12760",TOURISM & RECREATION,"HOTELS, RESORTS & CRUISE LINES",investor.relation@dmspropertindo.com,0,"BERGERAK DALAM BIDANG PENGEMBANGAN PROPERTI, PERHOTELAN DAN JASA MANAJEMEN HOTEL BAIK SECARA LANGSUNG MAUPUN TIDAK LANGSUNG MELALUI ENTITAS ANAK",KOTA,03.117.605.0-061.000,WATCHLIST,CONSUMER CYCLICALS,CONSUMER SERVICES,2019-07-09T00:00:00,021-7940671,www.dmspropertindo.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KOTA.jpg,PT DMS PROPERTINDO TBK
"MNC TOWER LT. 17 JL. KEBON SIRIH KAV. 17 - 19, JAKARTA PUSAT",TOURISM & RECREATION,"HOTELS, RESORTS & CRUISE LINES",corsec.mnctourism@mncgroup.com,021 - 392 1227,PROPERTY DAN REAL ESTATE,KPIG,0013 5307 2005 4000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2000-03-30T00:00:00,021 - 392 9828,www.mnctourismindonesia.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KPIG.jpg,MNC TOURISM INDONESIA TBK
JL INDUSTRI NO. 5 PO BOX 14 CILEGON BANTEN 42435,METALS & MINERALS,IRON & STEEL,corsec@krakatausteel.com,(021) 5200876,INDUSTRI BAJA,KRAS,01.000.054.5-051.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,2010-11-10T00:00:00,(021) 5221255,www.krakatausteel.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KRAS.jpg,KRAKATAU STEEL (PERSERO) TBK
"TOWER B, 9TH FLOOR 18 PARC PLACE SCBD JL. JEND SUDIRMAN KAV 52-53 JAKARTA 12190 INDONESIA",ONLINE APPLICATIONS & SERVICES,ONLINE APPLICATIONS & SERVICES,corsec@quantumclovera.com,+62 21 515 5280,HOLDING COMPANY,KREN,01.938.029.4-054.000,WATCHLIST,TECHNOLOGY,SOFTWARE & IT SERVICES,2002-06-28T00:00:00,+62 21 515 2889,www.quantumclovera.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KREN.jpg,PT QUANTUM CLOVERA INVESTAMA TBK
"JL. RAYA CILEUNGSI JONGGOL KM 22,5 RT.006 RW.002 CILEUNGSI, BOGOR, 16820",BUILDING PRODUCTS & FIXTURES,BUILDING PRODUCTS & FIXTURES,corsec@aceoldfields.com,(021) 823 0122,MANUFAKTUR PERALATAN PENGECATAN,KUAS,01.494.968.9-431.000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL GOODS,2021-10-25T00:00:00,(021) 824 98246 / 823 22021,www.aceoldfields.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KUAS.jpg,PT ACE OLDFIELDS TBK
"KOMPLEK PARK LAND AVENUE LANTAI DASAR - JL. RAYA SERPONG NO. 89 KELURAHAN CILENGGANG, KECAMATAN SERPONG, KOTA TANGERANG SELATAN 15310",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@trimitraland.com,0,"MENJALANKAN USAHA-USAHA DIBIDANG PEMBANGUNAN, BERTINDAK SEBAGAIPENGEMBANG, PEMBORONGAN PADA UMUMNYA (GENERAL CONTRACTOR), PEMBANGUNAN KONSTRUKSI GEDUNG,JEMBATAN, JALAN, PEMASANGAN INSTALASI INSTALASI, PEMASANGAN JARINGAN PIPA, PENGEMBANGANWILAYAH PEMUKIMAN, PEMBANGUNAN SARANA PRASARANA PERUMAHAN, APARTEMEN, DANPERHOTELAN, JASA PERDAGANGAN PROPERTI DAN AGEN PROPERTI",LAND,31.803.161.4-411.000,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2018-08-23T00:00:00,021 - 5389788,www.trimitraland.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LAND.jpg,PT TRIMITRA PROPERTINDO TBK
"PANIN TOWER LT. 11 SENAYAN CITY, JL. ASIA AFRIKA LOT 19 JAKARTA 10270",FOOD & STAPLES RETAILING,SUPERMARKETS & CONVENIENCE STORE,corsec@leyand.com,+62 (21) 72781896,CONSUMER GOODS RETAILING,LAPD,01.354.497.8-054.000,WATCHLIST,CONSUMER NON-CYCLICALS,FOOD & STAPLES RETAILING,2001-07-17T00:00:00,+62 (21) 72781895,-,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LAPD.jpg,LEYAND INTERNATIONAL TBK
RUKO PERKANTORAN CEMPAKA MAS. GEDUNG LCK GROUP BLOM M NO 64 JLN. LET. JEND SUPRAPTO. JAKARTA PUSAT,WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,corsec@lckgroup.co.id,(021)21475967,BERGERAK DALAM BIDANG PERDAGANGAN BESAR DAN PENYELENGGARAAN JARINGAN TELEKOMUNIKASI,LCKM,03.315.324.8-063.000,DEVELOPMENT,INFRASTRUCTURES,TELECOMMUNICATION,2018-01-16T00:00:00,(021) 21475967,www.lckglobal.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LCKM.jpg,PT LCK GLOBAL KEDATON TBK
GRAHA CORNER STONE JL. RAJAWALI SELATAN II NO. 1 JAKARTA PUSAT – 10720,OIL & GAS,OIL & GAS STORAGE & DISTRIBUTION,corporate@logindo.com,021-6471 3220,BERGERAK DALAM BIDANG PELAYARAN DENGAN FOKUS PADA KAPAL PENUNJANG KEGIATAN ANGKUTAN LEPAS PANTAI BAGI INDUSTRI MINYAK DAN GAS BUMI.,LEAD,01.738.690.5-054.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2013-12-11T00:00:00,021-6471 3088,www.logindo.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LEAD.jpg,PT LOGINDO SAMUDRAMAKMUR TBK
"GEDUNG MENARA KARYA LT. 28 JL. HR RASUNA SAID KAV 1-2 X-5 NO. 28F, KUNINGAN TIMUR, SETIABUDI JAKARTA SELATAN 12950",HOUSEHOLD GOODS,HOME FURNISHINGS,corpsec@laflo.co.id,0,PERDAGANGAN FURNITUR,LFLO,70.858.141.8-036.000,ACCELERATION,CONSUMER CYCLICALS,HOUSEHOLD GOODS,2021-04-07T00:00:00,021 7210240,www.imago-int.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LFLO.jpg,PT IMAGO MULIA PERSADA TBK
"SINARMAS LAND PLAZA SUDIRMAN, LANTAI 6 JALAN JEND. SUDIRMAN KAV. 21 JAKARTA SELATAN 12920",INSURANCE,LIFE INSURANCE,corsec@msiglife.co.id,021-50608899,ASURANSI JIWA,LIFE,01.391.150.8-073.000,DEVELOPMENT,FINANCIALS,INSURANCE,2019-07-09T00:00:00,021-50597777,www.msiglife.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LIFE.jpg,PT MSIG LIFE INSURANCE INDONESIA TBK
"CENTENNIAL TOWER LANTAI 26, UNIT D, JL. JEND. GATOT SUBROTO KAV. 24-25, JAKARTA 12930",TELECOMMUNICATION SERVICE,WIRED TELECOMMUNICATION SERVICE,corporate.secretary@linknet.co.id,-,"BIDANG PENYELENGGARAAN JARINGAN TETAP BERBASIS KABEL, PENYELENGGARAAN JASA MULTIMEDIA, JASA AKSES INTERNET SERTA JASA KONSULTASI MANAJEMEN BISNIS",LINK,01.770.114.5-054.000,WATCHLIST,INFRASTRUCTURES,TELECOMMUNICATION,2014-06-02T00:00:00,021-55777755,www.linknet.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LINK.jpg,PT LINK NET TBK
"JL. RAYA BEKASI KM. 24,5 CAKUNG JAKARTA",COMMERCIAL SERVICES,OFFICE SUPPLIES,ptlion@lionmetal.co.id,(021) 4600785,METAL AND ALIED PRODUCTS,LION,0010602878054000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL SERVICES,1993-08-20T00:00:00,"(021) 4600779, 4600784",www.lionmetal.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LION.jpg,LION METAL WORKS TBK
"JL.LETJEN SUTOYO NO.256, WARU SIDOARJO",HOUSEHOLD GOODS,HOUSEWARES & SPECIALTIES,corp_sec@langgengmakmur.com,(031) 8533588,INDUSTRI PERALATAN RUMAH TANGGA,LMPI,0011 0942 8105 4000,DEVELOPMENT,CONSUMER CYCLICALS,HOUSEHOLD GOODS,1994-10-17T00:00:00,(031) 8533688,http://www.langgengmakmur.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LMPI.jpg,LANGGENG MAKMUR INDUSTRI TBK
"JL. RAYA BEKASI KM. 24,5 CAKUNG JAKARTA",METALS & MINERALS,IRON & STEEL,lmp@lionmesh.com,(021) 4600785,METAL AND ALIED PRODUCTS,LMSH,0010602878054000,WATCHLIST,BASIC MATERIALS,BASIC MATERIALS,1990-06-04T00:00:00,(021) 4600784,www.lionmesh.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LMSH.jpg,LIONMESH PRIMA TBK
"GEDUNG LIPPO KUNINGAN UNIT A & F, JL. H. R RASUNA SAID KAV.B-12, JAKARTA SELATAN 12940",INSURANCE,GENERAL INSURANCE,corporate.secretary@lgi.co.id,-,ASURANSI KERUGIAN,LPGI,01.363.432.4-054.000,DEVELOPMENT,FINANCIALS,INSURANCE,1997-07-22T00:00:00,525-6161,www.lgi.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPGI.jpg,LIPPO GENERAL INSURANCE TBK
KARAWACI OFFICE PARK BLOK M39-50 LIPPO KARAWACI TANGERANG 15139,AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,corporatesecretary@multiprimasejahtera.net rivaldi.ys@multiprimasejahtera.net,(021) 2300 450,AUTOMOTIVE AND COMPONENTS,LPIN,0010606036054000,DEVELOPMENT,CONSUMER CYCLICALS,AUTOMOBILES & COMPONENTS,1990-02-05T00:00:00,"(021) 5589 767, 5589 823",http://multiprimasejahtera.net,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPIN.jpg,MULTI PRIMA SEJAHTERA TBK
"7 BOULEVARD PALEM RAYA #22-00 MENARA MATAHARI, LIPPO KARAWACI CENTRAL TANGERANG 15811",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@lippokarawaci.co.id,2566 9099,PROPERTY DAN REAL ESTATE,LPKR,01.346.574.5-054.000,MAIN,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,1996-06-28T00:00:00,2566 9000,www.lippokarawaci.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPKR.jpg,LIPPO KARAWACI TBK
"MENARA MATAHARI, LANTAI 2, JL. BOULEVARD PALEM RAYA NO. 7, LIPPO KARAWACI, TANGERANG 15811, BANTEN, INDONESIA",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corporate.secretary@star-pacific.co,(6221) 5577 7222,"(I) AKTIVITAS KONSULTASI MANAJEMEN LAINNYA; (II) PENERBITAN SURAT KABAR, JURNAL DAN BULETIN ATAU MAJALAH; (III) AKTIVITAS TEKNOLOGI INFORMASI DAN JASA KOMPUTER LAINNYA; (IV) REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA; DAN (V) REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK.",LPLI,0013 6710 8605 4000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,1989-10-23T00:00:00,(6221) 5577 7111,www.star-pacific.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPLI.jpg,STAR PACIFIC TBK
"MENARA MATAHARI 12TH FLOOR, JL. BULEVAR PALEM RAYA NO.7, LIPPO VILLAGE, TANGERANG, 15811, INDONESIA",DEPARTMENT STORES,DEPARTMENT STORES,corp.comm@matahari.com,-,PERDAGANGAN RITEL,LPPF,01.317.956.9-054.000,MAIN,CONSUMER CYCLICALS,RETAILING,1989-10-09T00:00:00,+62 21 547 5228,www.matahari.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPPF.jpg,MATAHARI DEPARTMENT STORE TBK
"RUKO PINANGSIA, KARAWACI OFFICE PARK, LANTAI 3, BLOK M NO.39-50 LIPPO KARAWACI, TANGERANG 15139",HOLDING & INVESTMENT COMPANIES,INVESTMENT COMPANIES,corporate@lenox-pasifik.co.id,021-5520407,PERSEROAN MERUPAKAN PERUSAHAAN YANG BERUSAHA DALAM BIDANG JASA YANG MELAKUKAN AKTIVITAS SEBAGAI PERUSAHAAN HOLDING DAN AKTIVITAS KONSULTASI MANAJEMEN LAINNYA.,LPPS,0013 4196 2705 4000,DEVELOPMENT,FINANCIALS,HOLDING & INVESTMENT COMPANIES,1994-03-28T00:00:00,021-5589810,www.lenox-pasifik.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LPPS.jpg,PT LENOX PASIFIK INVESTAMA TBK
"JL. K.H. HASYIM ASHARI NO. 15 C, JAKARTA PUSAT 10139",PASSENGER LAND TRANSPORTATION,ROAD TRANSPORTATION,corporate-secretary@lorena-transport.com,021 6339988,TRANSPORTASI,LRNA,02.190.925.4-054.000,DEVELOPMENT,TRANSPORTATION & LOGISTIC,TRANSPORTATION,2014-04-15T00:00:00,021 6341166,www.lorena-transport.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LRNA.jpg,PT EKA SARI LORENA TRANSPORT TBK
ARIOBIMO SENTRAL 12TH FLOOR JLN. HR. RASUNA SAID BLOK X-2 KAV. 5 JAKARTA 12950,AGRICULTURAL PRODUCTS,PLANTATIONS & CROPS,corporate.secretary@londonsumatra.com,021-80657399,AGRICULTURE PLANTATION,LSIP,0010 0175 2309 2000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,1996-07-05T00:00:00,021-80657388,www.londonsumatra.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LSIP.jpg,PP LONDON SUMATRA INDONESIA TBK
"GEDUNG GRAHA INDRAMAS LT.6-12 JL AIP II KS.TUBUN RAYA, 77, SLIPI, PAL MERAH, KOTA ADM. JAKARTA BARAT, DKI JAKARTA, 11410",CHEMICALS,BASIC CHEMICALS,info@lautan-luas.com,-,DISTRIBUSI BAHAN KIMIA,LTLS,0013159009054000,MAIN,BASIC MATERIALS,BASIC MATERIALS,1997-07-21T00:00:00,(021) 80660777,www.lautan-luas.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LTLS.jpg,PT LAUTAN LUAS TBK
GRAHA MAS FATMAWATI BLOK A 27-29 JL. RS. FATMAWATI NO. 71 JAKARTA SELATAN - 12150,COMPUTER HARDWARE,COMPUTER HARDWARE,info@sentral.co.id,+622172800220,BERGERAK DALAM BIDANG BISNIS SOLUSI PERCETAKAN DAN DOKUMENSERTA PENJUALAN PRODUK TEKNOLOGI INFORMASI,LUCK,02.795.702.6-019.000,DEVELOPMENT,TECHNOLOGY,TECHNOLOGY HARDWARE & EQUIPMENT,2018-11-28T00:00:00,+622172800110,www.sentral.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LUCK.jpg,PT SENTRAL MITRA INFORMATIKA TBK
"GEDUNG SCBD LOT 14, JALAN JEND SUDIRMAN KAV 52 - 53 KOTA ADMINISTRASI JAKARTA SELATAN, PROVINSI DKI JAKARTA",TOURISM & RECREATION,RESTAURANTS,corporatesecretary@lucyintheskyjakarta.com,0,BERGERAK DALAM BIDANG PERDAGANGAN DAN JASA,LUCY,03.188.071.9-012.000,ACCELERATION,CONSUMER CYCLICALS,CONSUMER SERVICES,2021-05-05T00:00:00,021–5152308,www.lucyintheskyjakarta.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/LUCY.jpg,PT LIMA DUA LIMA TIGA TBK
JL. R.S. FATMAWATI NO. 39 KOMPLEK DUTA MAS FATMAWATI BLOK A1 NO. 30-31-32,AGRICULTURAL PRODUCTS,"FISH, MEAT, & POULTRY",bibitindo@malindofeedmill.co.id;leongjkt@cbn.net.id,7237778,PETERNAKAN DAN PENJUALAN PAKAN TERNAK,MAIN,01.824.326.1-057.000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2006-02-10T00:00:00,722-83-83,-,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MAIN.jpg,MALINDO FEEDMILL TBK
GEDUNG SAHID SUDIRMAN CENTER LT 26 JL. JEND. SUDIRMAN KAV 86 KARET TENGSIN TANAH ABANG JAKARTA PUSAT DKI JAKARTA 10220,SPECIALTY RETAIL,APPAREL & TEXTILE RETAIL,corpsec@mapactive.id,021 - 2788 9888,"BIDANG PERDAGANGAN UMUM, TERMASUK PERDAGANGAN ECERAN, DAN BERTINDAK SEBAGAI AGEN ATAU DISTRIBUTOR PIHAK LAIN",MAPA,72.539.275.7-022.000,MAIN,CONSUMER CYCLICALS,RETAILING,2018-07-05T00:00:00,021 - 8064 8488,www.mapactive.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MAPA.jpg,PT MAP AKTIF ADIPERKASA TBK
"GEDUNG SAHID SUDIRMAN CENTER LT. 27 JL. JEND. SUDIRMAN KAV. 86, KARET TENGSIH TANAH ABANG JAKARTA PUSAT DKI JAKARTA 10220",TOURISM & RECREATION,RESTAURANTS,corporatesecretary@mbai.co.id,-,"PERDAGANGAN UMUM, IMPOR, INDUSTRI, USAHA-USAHA DI BIDANG JASA BOGA YANG MELIPUTI BERBAGAI PENGOLAHAN,PENYEDIAAN, PENJUALAN, PELAYANAN DAN PENGHIDANGAN MAKANAN DAN MINUMANTERMASUK USAHA-USAHA DI BIDANG JASA DAN KONSULTASI RUMAH MAKAN/RESTORAN, DAN USAHA TERKAIT LAINNYA",MAPB,03.271.273.9-022.000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2017-06-21T00:00:00,+62-21 8064 8498,www.mbai.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MAPB.jpg,PT MAP BOGA ADIPERKASA TBK
GEDUNG SAHID SUDIRMAN CENTER LT. 29 JL. JEND. SUDIRMAN KAV. 86 KARET TENGSIN TANAH ABANG JAKARTA PUSAT DKI JAKARTA,SPECIALTY RETAIL,APPAREL & TEXTILE RETAIL,corporate.secretary@map.co.id,-,"PERDAGANGAN UMUM, RITEL, KAFE RESTORAN",MAPI,01.710.880.4-054.000,MAIN,CONSUMER CYCLICALS,RETAILING,2004-11-10T00:00:00,+62-21 8064 8498,www.map.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MAPI.jpg,PT MITRA ADIPERKASA TBK
"MENARA IMPERIUM LT. P7 METROPOLITAN KUNINGAN SUPERBLOK KAV.NO. 1,JL. H.R. RASUNA SAID, JAKSEL",MEDIA,BROADCASTING,corsec@mari.co.id; corsec@mahakaradiointegra.com,(021) 8370 7172,"INVESTASI, JASA KONSULTASI, DAN DIGITAL MEDIA DENGAN ENTITAS ANAK DI BIDANG RADIO",MARI,0,WATCHLIST,CONSUMER CYCLICALS,MEDIA & ENTERTAINMENT,2016-02-11T00:00:00,(021) 8370 7171,www.mari.co.id www.mahakaradiointegra.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MARI.jpg,PT MAHAKA RADIO INTEGRA TBK
"JL. PELITA BARAT NO.2, KAWASAN INDUSTRI MEDAN STAR JALAN RAYA MEDAN LUBUK PAKAM KM. 19,5 TANJUNG MORAWA, DELI SERDANG, SUMATERA UTARA, INDONESIA",MACHINERY,INDUSTRIAL MACHINERY & COMPONENTS,mdcps@nusa.net.id,(6261) 794 0747,"BIDANG INDUSTRI PENGOLAHAN PORSELIN BERUPA EXAMINATION FORMERS, SURGICAL FORMERS, HOUSEHOLD FORMERS, CUSTOM MADE FORMERS, DAN INDUSTRIAL FORMERS.",MARK,02.177.929.3-125.000,MAIN,INDUSTRIALS,INDUSTRIAL GOODS,2017-07-12T00:00:00,(6261) 794 0715,www.dynamicsgroup.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MARK.jpg,PT MARK DYNAMICS INDONESIA TBK
"JL. RAYA LEMAHABANG KM. 58,3 DESA KARANG SARI, KEC. KEDUNG WARINGIN CIKARANG TIMUR",AUTO COMPONENTS,TIRES,corporate-secretary@multistrada.co.id,(+62 21) 891-40-851,INDUSTRI BAN KENDARAAN BERMOTOR,MASA,01.330.132.0-054.000,DEVELOPMENT,CONSUMER CYCLICALS,AUTOMOBILES & COMPONENTS,2005-06-09T00:00:00,(+62 21) 891-40-333,www.multistrada.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MASA.jpg,MULTISTRADA ARAH SARANA TBK
"GRHA BANK MAS JL SETIABUDI SELATAN KAV.7-8, JAKARTA SELATAN 12920",BANKS,BANKS,corsec@bankmas.co.id,(021) 5790 6005,PERBANKAN SESUAI DENGAN KETENTUAN PERATURAN PERUNDANG-UNDANGAN YANG BERLAKU,MASB,01.596.713.6-073.000,DEVELOPMENT,FINANCIALS,BANKS,2021-06-30T00:00:00,(021) 57906006,www.bankmas.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MASB.jpg,PT BANK MULTIARTA SENTOSA TBK
MAYAPADA TOWER LT. 1 JL. JEND. SUDIRMAN KAV. 28 JAKARTA,BANKS,BANKS,corsec@bankmayapada.com,021-57940100,PERBANKAN,MAYA,01.590.695.1-091.000,MAIN,FINANCIALS,BANKS,1997-08-29T00:00:00,021-5212288,www.bankmayapada.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MAYA.jpg,PT BANK MAYAPADA INTERNASIONAL TBK
GRHA BARAMULTI KOMP.HARMONI BLOK 8A JL.SURYOPRANOTO NO.2 JAKARTA PUSAT 10130 INDONESIA,COAL,COAL PRODUCTION,corsec@mitrabaraadiperdana.co.id,+6221 63864062,PERTAMBANGAN BATUBARA,MBAP,01.589.137.7-091.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2014-07-10T00:00:00,+6221 63864061,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MBAP.jpg,PT MITRABARA ADIPERDANA TBK
"AUTOGRAPH TOWER, THAMRIN NINE COMPLEX, JL. MH. THAMRIN NO. 10, TANAH ABANG, JAKARTA 10230",COAL,COAL DISTRIBUTION,corporate.secretary@mbss.co.id,(021) 57944768,PELAYARAN,MBSS,01.641.151.4-054.000,MAIN,ENERGY,"OIL, GAS & COAL",2011-04-06T00:00:00,(021) 57944766,www.mbss.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MBSS.jpg,MITRABAHTERA SEGARA SEJATI TBK
JL. PULO KAMBING II NO.1 KAWASAN INDUSTRI PULO GADUNG JAKARTA 13930 INDONESIA,PERSONAL CARE PRODUCTS,PERSONAL CARE PRODUCTS,corpsecretary@martinaberto.co.id,021-468-26316,INDUSTRI PERAWATAN KECANTIKAN TERMASUK KOSMETIKA DAN JAMU,MBTO,01.308.874.5-054.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,NONDURABLE HOUSEHOLD PRODUCTS,2011-01-13T00:00:00,021-460-3717,www.martinaberto.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MBTO.jpg,MARTINA BERTO TBK
"GEDUNG MANGKULUHUR CITY, TOWER ONE, LANTAI 7, SUITE 1 - 3, JALAN JENDRAL GATOT SUBROTO, KAV. 1-3, KARET SEMANGGI, SETIABUDI, JAKARTA, 12930",ONLINE APPLICATIONS & SERVICES,ONLINE APPLICATIONS & SERVICES,corporate.secretary@mcash.id,-,DISTRIBUSI PRODUK DIGITAL DAN E-COMMERCE,MCAS,0030486427019000,MAIN,TECHNOLOGY,SOFTWARE & IT SERVICES,2017-11-01T00:00:00,(021) 80623767,https://www.mcash.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MCAS.jpg,PT M CASH INTEGRASI TBK
"GEDUNG OFFICE 8, LANTAI 28 SCBD LOT. 28, JL. JEND. SUDIRMAN KAV. 52 - 53, KEBAYORAN BARU, JAKARTA 12190",COAL,COAL PRODUCTION,corporate.secretary@mandiricoal.co.id,(021) 29333191,PERTAMBANGAN BATUBARA DAN JASA PERTAMBANGAN MELALUI ENTITAS ANAK,MCOL,02.415.462.7-036.000,MAIN,ENERGY,"OIL, GAS & COAL",2021-09-07T00:00:00,(021) 29333189,www.mandiricoal.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MCOL.jpg,PT PRIMA ANDALAN MANDIRI TBK
"GEDUNG PERKANTORAN SAHID SUDIRMAN CENTER LT. 15,JL. JEND. SUDIRMAN KAV. 86, JAKARTA PUSAT, 10220",BANKS,BANKS,corsec@idn.ccb.com,021-50821010,PERBANKAN,MCOR,001.304.214.8-054.000,MAIN,FINANCIALS,BANKS,2007-07-03T00:00:00,021-50821000,idn.ccb.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/MCOR.jpg,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
