Nama,cluster_node2vec_256
PT KEMITRAAN SYUBBANUL WATHON SILOAM,0
PT KENANGA ELOK ASRI,1
PT KENCANA ALAM PERMAI,2
PT KENCANA BORNEO ENERGI,0
PT KENCANA ENERGI LESTARI TBK,2
PT KENCANA ENERGI MATAHARI,0
PT KENCANA ENERGI SEJAHTERA,0
PT KENCANA ENERGI SOLAR,2
PT KENCANA GRAHA NUSAMANDIRI,0
PT KENCANA LINTASINDO INTERNASIONAL,1
PT KENCANA PILAR MANDIRI,0
PT KENCANA PONDOK ABADI,0
PT KENCANA PONDOK SEJAHTERA,0
PT KENCANA PUTRA KENDARI,2
PT KENCANA SELARAS SEJAHTERA,0
PT KENCANA SUBUR SEJAHTERA,1
PT KENCANA TERANG SEJAHTERA,2
PT KENCANA TIARA GEMILANG,1
PT KENCANA TRANSPORT,0
PT KENCANA UNGGUL SUKSES,0
PT KENCANA USAHA KREATIF,1
PT KENDAGA ISI MULIA,1
PT KEP INDONESIA,2
PT KERETA API INDONESIA (PERSERO),2
PT KERETA API LOGISTIK,2
PT KERETA CEPAT INDONESIA CHINA,2
PT KERETA COMMUTER INDONESIA,1
PT KERINCI MERANGIN HIDRO,2
PT KERTA ANGGUR SEJAHTERA,0
PT KERTA JAYA UTAMA,0
PT KERTAS LECES (PERSERO),2
PT KERTAS NUSANTARA,1
PT KERTOPATEN KENCANA,2
PT KETAPANG AGRO LESTARI,0
PT KETAPANG HIJAU LESTARI,0
PT KETAPANG INDAH PLYWOOD INDUSTRIES,2
PT KETROSDEN TRIASMITRA TBK,1
PT KEUMALA SARANA WISATA,0
PT KEVA COSMETICS INTERNASIONAL,1
PT KEZA LINTAS BUANA,0
PT KGU,0
PT KHARISMA ANDALAS PUTRA,0
PT KHARISMA ARYA PAKSI,1
PT KHARISMA BHAKTI SEJAHTERA,0
PT KHARISMA BUANA MANDIRI,1
PT KHARISMA CIPTA TOWERINDO,1
PT KHARISMA INTERPLAST PRATAMA,1
PT KHARISMA INVESTASI BERJAYA,0
PT KHARISMA KARYA PERTIWI,2
PT KHARISMA MANDIRI,2
PT KHARISMA MUDA,1
PT KHARISMA PAKMU MANDIRI,1
PT KHARISMA PESAT MANDIRI,1
PT KHARISMA PLASTIK INDO,1
PT KHARISMA SEJAHTERA,1
PT KHARISMA STARVISION PLUS,0
PT KHARISMASAKA PRATAMA,0
PT KHATULISTIWA ENERGI PRATAMA,2
PT KHATULISTIWA HIDRO ENERGI,2
PT KHATULISTIWA INDAH WOOD INDUSTRIES,2
PT KHATULISTIWA PRIMA SEJAHTERA,2
PT KHATULISTIWA SINERGI OMNIDAYA,0
PT KHI PIPE INDUSTRIES,2
PT KHOTAI MAKMUR INSAN ABADI,2
PT KI EMPORIUM,2
PT KIA KERAMIK MAS,0
PT KIA SERPIH MAS,0
PT KIAN MULIA MANUNGGAL,1
PT KIDECO JAYA AGUNG,2
PT KIDS PLAY INDONESIA,2
PT KILANG PERTAMINA INTERNASIONAL,2
PT KILAT MAJU JAYA,0
PT KIMCO ARMINDO,2
PT KIMIA FARMA APOTEK,1
PT KIMIA FARMA DIAGNOSTIK,1
PT KIMIA FARMA SUNGWUN PHARMACOPIA,1
PT KIMIA FARMA TRADING AND DISTRIBUTION,1
PT KIMIA TIRTA UTAMA,2
PT KINARYA BANGUN SESAMA,2
PT KINARYA LOKA BUANA,1
PT KINARYA SELARAS PIRANTI,1
PT KINDAI UDIRA NITYA,2
PT KINDO RITEL PRIMA,1
PT KINERJA LANCAR SERASI,0
PT KING HALIM JEWELRY,2
PT KINGDOM INDAH,2
PT KINGSFORD HOLDINGS,1
PT KINO ECOMM SOLUSINDO,1
PT KINO FOOD INDONESIA,1
PT KINO INDONESIA TBK,1
PT KINO INVESTINDO,1
PT KINO MALEE TRADING,1
PT KINOKUNIYA BUKINDO,0
PT KINOKUNIYA PUSTAKA INDONESIA,0
PT KINTAP JAYA WATTINDO,1
PT KIOSON KOMERSIAL INDONESIA TBK,1
PT KIRANA BORNEO TANGKILING,0
PT KIRANA CIPTA PROPERTINDO,1
PT KIRANA MEGATARA TBK,0
PT KIRANA MUSI PERSADA,0
PT KIRANA PERMATA,0
PT KIRANA PRIMA,0
PT KIRANA PUSPA CEMERLANG,0
PT KIRANA PUTERA KARYA,0
PT KIRANA SANGGAM BALANGAN,0
PT KIRANA SAPTA,0
PT KIRANA SAROLANGUN,0
PT KIRANA SOLUSI UTAMA,1
PT KIRANA TAMA TEKNOLOGI,0
PT KIRANA TEBO,0
PT KIRANA TRIPUTRA PERSADA,0
PT KIRANA WINDU,0
PT KITADIN,2
PT KITASUBUR UTAMA,0
PT KL TRIO,0
PT KLIK MITRA SEJAHTERA,0
PT KLIK MITRA UTAMA,0
PT KLOPMAN ARGO INTERNATIONAL,0
PT KMG LUBRICANTS INTERNATIONAL,2
PT KMI ELECTRIC SOLUTION,1
PT KNAUF GYPSUM INDONESIA,1
PT KNIGHTSBRIDGE LUXURY DEVELOPMENT,0
PT KOBEXINDO EQUIPMENT,2
PT KOBEXINDO INVESTAMA,2
PT KOBEXINDO KONSTRUKSI INDONESIA,2
PT KOBEXINDO RENTAL NUSANTARA,2
PT KOBIN BEKASI BARAT,1
PT KOBIN KERAMIK INDUSTRI,1
PT KODECO AGROJAYA MANDIRI,2
PT KOKATTO TEKNOLOGI GLOBAL,1
PT KOKO PRATAMA,1
PT KOKOH BANGKIT PERKASA,2
PT KOLABORASI KREASI INVESTA,1
PT KOLABORASI SUKSES BERKARYA,1
PT KOMALA INDONESIA,1
PT KOMALA TRI VARIA,1
PT KOMATSU INDONESIA,2
PT KOMATSU REMANUFACTURING ASIA,2
PT KOMERING AGRO INDUSTRI,0
PT KOMERING JAYA PERDANA,0
PT KOMET INFRA NUSANTARA,1
PT KOMUNIKASI PROFESIONAL INDONESIA,0
PT KONA BAY INDONESIA,1
PT KONE INDO ELEVATOR,1
PT KONSTRUKSI BAJA CIKANDE,1
PT KONTEK AJA,2
PT KONUSA DWITAMA KARYA,2
PT KOPIKU INDONESIA,1
PT KOREA TOMORROW & GLOBAL INDONESIA,1
PT KOREK API GUNA MANDIRI,0
PT KORIDOR ANUGERAH MENTARI INDONESIA,2
PT KORIDOR USAHA MAJU,0
PT KORINTIGA HUTANI,2
PT KORMAN INDO EXPRESS,1
PT KORPORINDO GUNA BARA,2
PT KOSMETIK LESTARI ADIPERKASA,0
PT KOSMETIK SELARAS ADIPERKASA,0
PT KOSMETIK SELARAS ADIPERKASA RITEL,0
PT KOTA SATU INDONESIA,0
PT KOTA SATU MANAJEMEN,0
PT KOTA SATU PERSADA,0
PT KOTA SATU PRATAMA,0
PT KOTA SATU PROPERTI TBK,0
PT KOTA SERANG BARU PERMAI,0
PT KRAKATAU ARGO LOGISTICS,2
PT KRAKATAU BAJA INDUSTRI,2
PT KRAKATAU BAJA KONSTRUKSI,2
PT KRAKATAU CHANDRA ENERGI,0
PT KRAKATAU DAYA LISTRIK,2
PT KRAKATAU ENGINEERING,2
PT KRAKATAU INFORMATION TECHNOLOGY,2
PT KRAKATAU LAMPUNG TOURISM DEVELOPMENT,2
PT KRAKATAU NIPPON STEEL SUMIKIN,2
PT KRAKATAU POSCO,2
PT KRAKATAU SARANA ENERGI,0
PT KRAKATAU SARANA INFRASTRUKTUR,2
PT KRAKATAU TIRTA INDUSTRI,2
PT KRAKATAU TIRTA OPERASI DAN PEMELIHARAAN,2
PT KRAKATAU WAJATAMA OSAKA STEEL,2
PT KRAKATAU WAJATAMA OSAKA STEEL MARKETING,2
PT KRAKSAAN WINDU,1
PT KRAMA YUDHA TIGA BERLIAN MOTORS,1
PT KRANE PERKASA,2
PT KRAYON KONSULTAN INDO,1
PT KREASI ANEKA MINUMAN,1
PT KREASI DASATAMA,2
PT KREASI INTI SEJATI,0
PT KREASI JASA PERSADA,2
PT KREASI JAYA PROPERTI,2
PT KREASI KARYA BANGSA,1
PT KREASI KEBANGGAN BANGSA,1
PT KREASI KODE DIGITAL,1
PT KREASI MULTICAHAYA ESTETIK,1
PT KREASI REGALINO INDONESIA,1
PT KREASI SEJAHTERA BAHAGIA,0
PT KREASI SELERA NUSANTARA,1
PT KREASI SENTOSA ABADI,1
PT KREASI SINERGI TEKNIKINDO,2
PT KREASI TANI LAKSMI,1
PT KREASI TERBARUKAN TBS,2
PT KREASIBOGA PRIMATAMA,1
PT KREASIJAYA ADHIKARYA,2
PT KREATIF INTEL TEKNOLOGI,0
PT KREATIF MEDIA KARYA,1
PT KRESNA AJI SEMBADA,1
PT KRESNA ASSET MANAGEMENT,1
PT KRESNA KUSUMA DYANDRA MARGA,2
PT KRESNA PRIMA INVEST,1
PT KRESNA SEKURITAS,1
PT KRESNA USAHA KREATIF,1
PT KRETA INDO ARTHA,2
PT KRIDA CIPTA SATYA,2
PT KRIDA JARINGAN NUSANTARA TBK,1
PT KRISBOW INDONESIA,1
PT KRISHNA KAPITAL INVESTAMA,2
PT KRISNA ASPIRASI SEJAHTERA,1
PT KRISOLIS JAYA MANDIRI,0
PT KRISTA INTI PERSADA,2
PT KROM BANK INDONESIA TBK,0
PT KUALA PELABUHAN INDONESIA,2
PT KUANSING INTI MAKMUR,2
PT KUANSING INTI SEJAHTERA,2
PT KUKAR MANDIRI SHIPYARD,2
PT KUKUH MANDIRI LESTARI,2
PT KUKUH MANUNGGAL PROPERTINDO,0
PT KULINARI BOGA SEMESTA,1
PT KUNCI DAUD INDONESIA,0
PT KUNINGAN MAS GEMILANG,2
PT KURABO MANUNGGAL TEXTILE INDUSTRIES,0
PT KURHANZ TRANS,1
PT KURNIA ABADY INDONESIA,2
PT KURNIA BOGA NARAYAN,1
PT KURNIA BUMIINDAH CEMERLANG,0
PT KURNIA JAYA RAYA SCRIPLESS,2
PT KURNIA JAYA RAYA WARKAT,2
PT KURNIA JUNJUNG PERKASA,2
PT KURNIA KAPUAS PLYWOOD INDUSTRIAL,2
PT KURNIA MAHAKAM INDUSTRI,2
PT KURNIA MAKMUR ABADI JAYA,0
PT KURNIA REALTY JAYA,2
PT KURNIA SEJAHTERA UTAMA,1
PT KURNIAMITRA DUTA SENTOSA TBK,1
PT KUSTODIAN SENTRAL EFEK INDONESIA,1
PT KUSUMA KEMINDO SENTOSA,1
PT KUSUMA MENTARI MAKMUR,0
PT KUSUMA MUKTI REMAJA,0
PT KUSUMA PRIMADANA,0
PT KUTAI REFINERY NUSANTARA,2
PT KUTAI TIMBER INDONESIA,0
PT KYARA SUKSES MANDIRI,2
PT KYOKUTO INDOMOBIL DISTRIBUTOR INDONESIA,2
PT KYOKUTO INDOMOBIL MANUFACTURING INDONESIA,2
PT LABAN RAYA SAMODRA,0
PT LADANG IRA PANEN,1
PT LADANG SAWIT MAS,0
PT LAHAI COAL,2
PT LAHAN MAKMUR LNDAH,1
PT LAJU PERDANA INDAH,1
PT LAKONE KOMUNIKA JAYA ABADI,1
PT LAKSANA PELUNGUT MANDIRI,0
PT LAMINATECH KREASI SARANA,0
PT LAMIPAK PRIMULA INDONESIA,1
PT LANANG AGRO BERSATU,0
PT LANCAR LAJU MEMBANGUN,2
PT LANCAR PUTRA ABADI,0
PT LANCAR SAKTI SEJAHTERA,1
PT LANCAR WIGUNA SEJAHTERA,1
PT LANCARJAYA ENERGI NUSANTARA,0
PT LANCARJAYA MANDIRI ABADI,2
PT LANCARJAYA MITRA ABADI,1
PT LANCARTAMA SEJATI TBK,1
PT LANCARTAMA TIRTA ANGGARA,1
PT LANGGAI AGRINDO AGUNG,2
PT LANGGAK INTI LESTARI,0
PT LANGGENG AYOMLESTARI,0
PT LANGGENG BAHAGIA,0
PT LANGGENG BAJA PRATAMA,1
PT LANGGENG INVESTINDO,0
PT LANGGENG KARYA PERDANA,1
PT LANGGENG MAJU UTAMA,1
PT LANGGENG MAKMUR PERKASA,0
PT LANGGENG SAKTI MANDIRI,0
PT LANGIT METAL INDUSTRY,2
PT LANGKAH IDE SELARAS,2
PT LANGKAT HIDRO ENERGI,1
PT LANGLANG LAJU LAYANG,2
PT LAPI LABORATORIES,1
PT LAPINDO BRANTAS,1
PT LARAS EKOSISTEM ORGANIK,2
PT LARAS MAJU SAKTI,0
PT LARASHATIKU ENVIRONMENTAL,2
PT LARIS JAYA KENDARI,0
PT LARIS SUKSES ABADI,1
PT LASMANA SWASTI PRASHIDA,0
PT LASPRO MEDIA SINEMA,1
PT LASTANA EXPRESS INDONESIA,2
PT LATINUSA,2
PT LATIVI MEDIAKARYA,0
PT LATIVI MEDIAKARYA BALI DAN KEP RIAU,0
PT LATIVI MEDIAKARYA BANDUNG,0
PT LATIVI MEDIAKARYA BANJARMASIN DAN BENGKULU,0
PT LATIVI MEDIAKARYA KENDARI DAN PONTIANAK,0
PT LATIVI MEDIAKARYA LOMBOK DAN PALU,0
PT LATIVI MEDIAKARYA MAKASSAR DAN AMBON,0
PT LATIVI MEDIAKARYA MANADO DAN SAMARINDA,0
PT LATIVI MEDIAKARYA MEDAN DAN PEKANBARU,0
PT LATIVI MEDIAKARYA PALEMBANG DAN PALANGKARAYA,0
PT LATIVI MEDIAKARYA SEMARANG DAN PADANG,0
PT LATIVI MEDIAKARYA SURABAYA DAN JAMBI,0
PT LATIVI MEDIAKARYA YOGYAKARTA DAN LAMPUNG,0
PT LAUT TIMUR ARDIPRIMA,1
PT LAUTAN AIR INDONESIA,1
PT LAUTAN ARMADA NUSANTARA,2
PT LAUTAN ARTHA INVESTAMA,2
PT LAUTAN BERKAH AMANAH,2
PT LAUTAN BERKAH UTAMA,2
PT LAUTAN INOVASI TEKNOLOGI,1
PT LAUTAN JASAINDO,0
PT LAUTAN LUAS TBK,0
PT LAUTAN NATURAL KRIMERINDO,0
PT LAUTAN PASIFIK SEJAHTERA,2
PT LAUTAN SOLUSIAIR NUSANTARA,0
PT LAUTAN SWEETENER INDONESIA,0
PT LAWANGMAS PRIMAPACK INDONESIA,1
PT LAWE ADYAPRIMA SPINNING MILLS,0
PT LAYANA BUANA HOTELINDO,2
PT LAYANAN PUSAKA PRIMA,1
PT LAYAR LINTAS JAYA,2
PT LAYAR SUKSES INVESTAMA,0
PT LAZ COAL MANDIRI,2
PT LAZADA INDONESIA,1
PT LAZULI KARYA SARANA,0
PT LCK GLOBAL KEDATON TBK,0
PT LCK INVESTAMA PRIMA INDONESIA,0
PT LDC EAST INDONESIA,2
PT LDC INDONESIA,0
PT LDC TRADING INDONESIA,0
PT LEBAK ENERGI NUSANTARA,2
PT LEMATANG JAYA,0
PT LEMBAGA TABUNG ANGKATAN TENTERA,0
PT LEN INDUSTRI (PERSERO),2
PT LEN RAILWAY SYSTEMS,2
PT LENOVO INDONESIA,1
PT LENOX PASIFIK INVESTAMA TBK,1
PT LENTERA ABADI SEJAHTERA,2
PT LENTERA DUNIA,1
PT LEONG HUP JAYAINDO,0
PT LESTARI BANTEN ENERGI,2
PT LESTARI KIRANA PERSADA,2
PT LESTARI MITRA SEMBADA,0
PT LESTARI NASIONAL GAS,1
PT LESTARI SAGU PAPUA,0
PT LESTARI SMELTER INDONESIA,2
PT LESTARI TANI TELADAN,2
PT LETAWA,2
PT LEVI STRAUSS INDONESIA,1
PT LF SERVICES INDONESIA,2
PT LG ELECTRONICS INDONESIA,1
PT LIBERA TECHNOLOGIES INDONESIA,1
PT LIE LING INDONESIA,1
PT LIGA INDONESIA BARU,1
PT LIKU TELAGA,0
PT LIKUID NUSANTARA GAS,1
PT LIM SIANG HUAT BALINDO,0
PT LIMA DUA LIMA TIGA TBK,0
PT LIMA PILAR RESOURCES,2
PT LIMA SRIKANDI JAYA,2
PT LIMASLAND REALTI CILEGON,2
PT LIMPAH SEJAHTERA,0
PT LINDA HANTA WIJAYA,2
PT LINDE INDONESIA,2
PT LINGE MINERAL RESOURCES,2
PT LINGGA TRASINDO PRIMA,1
PT LINGGARJATI MAHARDIKA MULIA,0
PT LINGKAR ALAM SENTOSA,2
PT LINGKAR MATRA,1
PT LINK NET TBK,1
PT LINKNET FIBER INDONESIA,1
PT LINTAN INTICEMERLANG UTAMA,2
PT LINTANG BUWANA EKATRA,0
PT LINTANG LAKSANA UTAMA,0
PT LINTAS BAHANA ABADI,2
PT LINTAS BUANA JAYA,0
PT LINTAS BUANA TAKSI,1
PT LINTAS DATA PRIMA,1
PT LINTAS DUNIA TRAVELINDO,0
PT LINTAS INDONESIA SEJAHTERA,2
PT LINTAS MARGA SEDAYA,2
PT LINTAS MEDIA DAMAWA,1
PT LINTAS PROMOSI GLOBAL,1
PT LINTAS SAMUDRA MARITIM,2
PT LION SUPER INDO,1
PT LIPE METAL INDUSTRY,2
PT LIPPO INDORENT,2
PT LIPPO LIFE ASSURANCE,1
PT LIPPO MALLS INDONESIA,1
PT LIPUTAN ENAM DOT COM,1
PT LIQTRO SANURBALI,1
PT LIS INTERNASIONAL,1
PT LISHAR SENTOSA PRATAMA,0
PT LITUP NETWORK INDONESIA,1
PT LIUGONG MACHINERY INDONESIA,2
PT LOA HAUR,2
PT LOE CUAN DULUAN,1
PT LOGINDO NUSANTARA GASINDO,2
PT LOGINDO SAMUDRAMAKMUR TBK,2
PT LOGITEK DIGITAL NUSANTARA,1
PT LOKAL KULTURE KREATIF ABADI,0
PT LOKITA KARYA BERSAMA,2
PT LOMBOK TAKSI UTAMA,1
PT LONG HAUL INDONESIA,2
PT LONTAR PAPYRUS PULP & PAPER INDUSTRY,2
PT LORENA,0
PT LOTTE CHEMICAL TITAN NUSANTARA,1
PT LOTTE CHEMICAL TITAN TBK,1
PT LOTTE INDONESIA,1
PT LOTUS LINGGA PRATAMA,2
PT LOTUS MAS,1
PT LSAG CABLE INDONESIA,2
PT LUCAS DJAJA,1
PT LUCASTA MURNI CEMERLANG,1
PT LUCKY JOINT INDONESIA,1
PT LUCKY MOM INDONESIA,1
PT LUCKY PRINT ABADI,1
PT LUCKY TOP METALS,0
PT LUHUR SATRIA SEJATI KENCANA,1
PT LUKOS MINERAL NUSANTARA,2
PT LUMBANG JAYA MAKMUR,0
PT LUMBUNG SARI,0
PT LUMENA MANDIRI NUSANTARA,2
PT LUMOSO PRATAMA LINE,2
PT LUNO INDONESIA LTD,1
PT LUSAVINDRA JAYAMADYA,1
PT LUXASIA INDONESIA,1
PT LUXENA VICTORY INDONESIA,1
PT LUXURY HOTELS INTERNATIONAL INDONESIA,1
PT LYRA AKRELUX,1
PT LYTO SUKSES BERSAMA,0
PT M CASH INTEGRASI TBK,1
PT M-I PRODUCTION CHEMICALS INDONESIA,0
PT MABAR FEED INDONESIA,1
PT MABT,0
PT MAC SARANA DJAYA,1
PT MACANANJAYA CEMERLANG,1
PT MACMAHON INDONESIA,2
PT MACMAHON MINING SERVICES,2
PT MACO AMANGRAHA,1
PT MACROCITRA ARDANASEJATI,2
PT MACROLINK OMEGA ADIPERKASA,0
PT MACROPRIMA PANGANUTAMA,1
PT MACROSENTRA NIAGABOGA,1
PT MADANI CITRA MANDIRI,2
PT MADHANI TALATAH NUSANTARA,2
PT MADINA AGROLESTARI,0
PT MADJU SATYADWI UTAMADI,1
PT MADUSARI LAMPUNG INDAH,1
PT MADUSARI MURNI INDAH TBK,0
PT MAGNA INDONESIA,2
PT MAGNA INVESTAMA MANDIRI TBK,1
PT MAGNAKABEL NUSANTARA,2
PT MAHA PROPERTI INDONESIA TBK,0
PT MAHA RAJA MINERAL,2
PT MAHABHARATA DHARMA EKATAMA,2
PT MAHADHIKA GIRINDRA,0
PT MAHAKA DIGITAL INOVASI,0
PT MAHAKA MEDIA,0
PT MAHAKA RADIO DIGITAL,0
PT MAHAKA RADIO INTEGRA TBK,0
PT MAHAKAM SUMBER JAYA,2
PT MAHAKARYA GEO SURVEY,2
PT MAHAKARYA SENTRA ENERGI,2
PT MAHAKARYA SINAR SIMPHONI,0
PT MAHAMERU BAJA INDONESIA,2
PT MAHAMERU MEDIA NUSANTARA,1
PT MAHAMERU NUSA MENTARI,0
PT MAHANYSA BANINDO,1
PT MAHARAKSA BIRU ENERGI TBK,2
PT MAHARAKSA BIRU INDONESIA,2
PT MAHAWIRA RAJENDRA JAYA,0
PT MAHESA JENAR SEMARANG,1
PT MAHIR MUDA PRATAMA,1
PT MAHITALA WILIS AMERTA,0
PT MAHKOTA ANDALAN SAWIT,2
PT MAHKOTA BERLIAN CEMERLANG,2
PT MAHKOTA BUANA SELARAS,0
PT MAHKOTA FLAP,2
PT MAHKOTA GLOBAL INVESTAMA,2
PT MAHKOTA GROUP TBK,2
PT MAHKOTA INDONESIA,0
PT MAHKOTA MARITIM MAKMUR,0
PT MAHKOTA MULIA PRADA,1
PT MAHKOTA SAMUDERA JAYA,0
PT MAHKOTA SEMESTA NIKELINDO,2
PT MAHKOTA SENTOSA UTAMA,1
PT MAHUGI JAYA SEJAHTERA,0
PT MAJU BERSAMA GEMILANG,2
PT MAJU JAYA SEJAHTERA PLYWOOD INDUSTRI,0
PT MAJU KARYA BANGSA,1
PT MAJU MAKMUR SEJAHTERA,2
PT MAJU MEKAR MAKMUR,0
PT MAJU MIX BERSAMA ABADI,2
PT MAJU PERSADA ENERGI,2
PT MAJUKARYA MANDIRI INDONESIA,2
PT MAKAHARYA,1
PT MAKASSAR PERMATA SULAWESI,1
PT MAKASSAR TENE,1
PT MAKIN BERKEMBANG TERUS,1
PT MAKMUR ABADI PERKASA MANDIRI,2
PT MAKMUR ABADI VALVE,0
PT MAKMUR BERKAH AMANDA HOTEL,0
PT MAKMUR BERKAH AMANDA TBK,0
PT MAKMUR BERKAH HOTEL,0
PT MAKMUR BUMI PALOH,2
PT MAKMUR KARSA MULIA,2
PT MAKMUR LESTARI ABADI,2
PT MAKMUR LESTARI INDONESIA,2
PT MAKMUR LESTARI SENTOSA,2
PT MAKMUR SEJAHTERA WISESA,2
PT MAKSINDO DIESEL UTAMA,2
PT MALACCA TRUST WUWUNGAN INSURANCE TBK,1
PT MALAKASARI TEXTILE MILLS,0
PT MALANG BUMI SENTOSA,2
PT MALEO INVESTASI INDONESIA,2
PT MALIBU INDAH LESTARI,0
PT MALINAU HIJAU LESTARI,0
PT MALINDO FOOD DELIGHT,0
PT MAMAHAK COAL MINING,2
PT MAMUANG,2
PT MANADO KARYA ANUGRAH,2
PT MANAJEMEN PERKASA MAKMUR,0
PT MANAMBANG MUARA ENIM,2
PT MANDALA KARYA PRIMA,2
PT MANDALA MULTIFINANCE TBK,1
PT MANDALINDO PUTRA PERKASA,0
PT MANDAU BERLIAN SEJATI,2
PT MANDAYA INDO PRATAMA,2
PT MANDIANGIN BATUBARA,2
PT MANDIRA INFRA TRIPAKARTI,1
PT MANDIRI AGROTAMA LESTARI,2
PT MANDIRI BANGUN KONSTRUKSI,0
PT MANDIRI BANGUN MAKMUR,2
PT MANDIRI BERDIKARI JAYARAYA,1
PT MANDIRI BERKAT SENTOSA,0
PT MANDIRI CAHAYA ABADI,2
PT MANDIRI CAPITAL INDONESIA,1
PT MANDIRI ENERGI TERBARUKAN,2
PT MANDIRI GITA PERTIWI,0
PT MANDIRI HERINDO ADIPERKASA TBK,2
PT MANDIRI INDAH MAKASSAR,0
PT MANDIRI INTIPERKASA,2
PT MANDIRI JAYA BARA,0
PT MANDIRI JAYA SUCCESSINDO,0
PT MANDIRI SEJAHTERA SENTRA,2
PT MANDIRI SEKURITAS,1
PT MANDIRI TERANG HARAPAN,1
PT MANDIRI TIMBER PRATAMA,1
PT MANDIRI TUNAS FINANCE,1
PT MANDIRI UTAMA FINANCE,1
PT MANDRA ALILA,0
PT MANE INDONESIA,1
PT MANGATUR DHARMA,0
PT MANGGALA ALAM LESTARI,2
PT MANGGALA BATAMA PERDANA,1
PT MANGGALA CITRA ABADI,0
PT MANGGALA DUTA MAKMUR,2
PT MANGGALA GELORA PERKASA,0
PT MANGGALA MULIA PARTNERS,0
PT MANGGALA USAHA MANUNGGAL,2
PT MANGOLE TIMBER PRODUCERS,0
PT MANNING DEVELOPMENT,0
PT MANORIAN ENGINEERING PERKASA,2
PT MANUCHAR INDONESIA,1
PT MANUFAKTUR KREASI BANGSA,2
PT MANUFAKTUR TEKNOLOGI BATERAI,2
PT MANUNGGAL ADI JAYA,0
PT MANUNGGAL INFRASOLUSI,2
PT MANUNGGAL PERSADA PROPERTI,2
PT MANUNGGAL PRIME DEVELOPMENT,0
PT MANUNGGAL TIMUR PROPERTI,2
PT MANUSIA MASA DEPAN,1
PT MANYAR MAJU REFINERY,2
PT MAP ACTIVE,0
PT MAP AKTIF ADIPERKASA TBK,1
PT MAP AKTIF RITEL,0
PT MAP BOGA ADIPERKASA TBK,0
PT MAP DIGITAL ADIPERKASA,0
PT MAP FTL ADIPERKASA,0
PT MAP PANEN LESTARI,0
PT MAP PROPERTI ADIPERKASA,0
PT MAP TROPIK PROPERTI,0
PT MAP ZONA ADIPERKASA,0
PT MAPPLE DIGIPLUS ADIPERKASA,0
PT MAPPLE DIGISMART ADIPERKASA,0
PT MAPPLE MITRA ADIPERKASA,0
PT MARAJA MASOGI,2
PT MARBELLA PROPERTY,0
PT MARCO POLO INDONESIA,2
PT MARECO PRIMA MANDIRI,0
PT MARGA MAJU MAPAN,2
PT MARGA MANDALASAKTI,2
PT MARGA METRO NUSANTARA,2
PT MARGA SARANA JABAR,2
PT MARGA TRANS NUSANTARA,2
PT MARGAUTAMA NUSANTARA,2
PT MARGO PRATAMA PERKASA,1
PT MARIN MITRA NUSANTARA,2
PT MARINA BERKAH INVESTAMA,0
PT MARINA INDAH MARITIM,0
PT MARINA LOGISTIK SEJAHTERA,2
PT MARINDO INVESTAMA,1
PT MARINDOLAB PRATAMA,0
PT MARINE SOLUSINDO TEKNIK,0
PT MARISSI IDOLA SUMBER SEJAHTERA,1
PT MARITIM PRIMA MANDIRI,2
PT MARITIME POWER,2
PT MARIZARASA SARIMURNI,1
PT MARK CAPITAL INDO,0
PT MARK DYNAMICS INDONESIA TBK,0
PT MARKAINDO,1
PT MARS MULTI MANDIRI,1
PT MARSAM CITRA ADIPERKASA,0
PT MARTA BUANA ABADI,1
PT MARTENSITE UNGGUL,0
PT MARTHA BEAUTY GALLERY,1
PT MARTHANA MEGAHAYU INTI,1
PT MARTON TEKINDO ABADI,2
PT MARUWAI COAL,1
PT MARUZEN SAMUDERA TAIHEIYO,0
PT MARVIA MULTI TRADA,2
PT MASABARU GUNAPERSADA,2
PT MASAJI PRAYASA CARGO,0
PT MASMINDO DWI AREA,2
PT MASPION,1
PT MASSINDO KARYA PRIMA,2
PT MASSINDO SOLARIS NUSANTARA,2
PT MASTER ADI JAYA,1
PT MASTER PARKING INDONESIA,1
PT MASTER STEEL,2
PT MASTER TUBE,1
PT MASTERSYSTEM INFOTAMA TBK,2
PT MASTERTAMA ADHI PROPERTINDO,1
PT MASUYA GRAHA TRIKENCANA,1
PT MATA MEDIA NUSANTARA,1
PT MATAHARI GRAHA FANTASI,1
PT MATAHARI NUSANTARA LOGISTIK,1
PT MATAHARI PACIFIC,1
PT MATAHARI SAKTI,0
PT MATAHARI SEMESTA INDAH,1
PT MATAHARI SUKSES SEJAHTERA,0
PT MATAHARI SUPER EKONOMI,1
PT MATARAM AGUNG,2
PT MATARAM GEMILANG ABADI,0
PT MATESU GOTTY ABADI,2
PT MATRA AGUNG PERSADA,2
PT MATRA GRAHA SARANA,2
PT MATRA UNIKATAMA,0
PT MAXIMA FINANCINDO,2
PT MAXIMA PRIMA SEJAHTERA,2
PT MAXWELL LOGITRADE LESTARI,0
PT MAYAPADA CLINIC PRATAMA,2
PT MAYAPADA KARUNIA CORPORATION,0
PT MAYAPADA KASIH CORPORATION,0
PT MAYAPADA SURABAYA PRATAMA,2
PT MAYBANK INDONESIA FINANCE,1
PT MAYBANK SEKURITAS INDONESIA,2
PT MAYORA DHANA UTAMA,1
PT MCA JASA UTAMA,2
